1,1227150.6700920667
2,1176895.2773686561
3,1146784.9644828504
4,1127679.1788443772
5,1113640.852631466
6,1112668.2726600824
7,1099971.6678424033
8,1096109.8248872152
9,1090362.1972531416
10,1076186.5887289427
11,1078891.0736508784
12,1069151.9603652502
13,1061166.1800096172
14,1061183.1054707002
15,1055550.6486043795
16,1055864.449989109
17,1051461.2184750042
18,1046760.0516564139
19,1046158.3923921124
20,1044088.1527826276
21,1039417.386245896
22,1037069.3228770595
23,1030256.6103113019
24,1031225.102076338
25,1027604.6420130061
26,1024667.2197548102
27,1023238.0447140714
28,1021899.7520103592
29,1021074.2981111677
30,1017368.8532919191
31,1014728.2343554394
32,1013327.2196275967
33,1011236.8841676556
34,1010782.1873656991
35,1007095.6440833843
36,1005906.2656036683
37,1005455.0314849389
38,1003035.2335240481
39,1001076.4074854045
40,1000527.2018648442
41,998800.2293275766
42,998093.4738370791
43,995646.172267485
44,993889.4097223476
45,992582.2129921931
46,992072.9413915441
47,991405.9428370262
48,988392.7398260795
49,988618.8816226212
50,987944.9678881988
51,984979.857583583
52,983908.9713411147
53,982530.9843919355
54,981397.0168500323
55,979780.5437905095
56,979542.2125293964
57,977712.9072535029
58,978321.4924109199
59,976181.9022885818
60,977177.8572893771
61,976426.0605655387
62,972683.6584132673
63,973531.9354638433
64,973045.6341011528
65,970815.1270975122
66,970222.9849738465
67,968983.7217550384
68,968201.8738034529
69,967640.4936173495
70,967408.2290937833
71,965176.2878322628
72,965208.1242487693
73,964738.0679005219
74,963856.0173508173
75,963536.3665673407
76,962154.8576833316
77,961184.6275238278
78,960739.6022616288
79,960169.0402822512
80,959587.0450650415
81,958989.1723695915
82,957668.8180573845
83,958572.2291776933
84,957169.3460488656
85,957354.6720641974
86,955118.4927485834
87,954954.6525985041
88,954469.3181815218
89,953675.1666819856
90,952732.4881516198
91,952898.4597244295
92,951718.5632573094
93,951165.819175536
94,950911.9942824709
95,949977.0836888588
96,949202.5412244068
97,949372.2746400809
98,949468.8862558405
99,948429.7042062096
100,947645.0034843752
101,947366.2753537206
102,945641.1671498053
103,945911.4819179287
104,944998.7165320159
105,944132.7986327969
106,944544.5377544012
107,944007.811673121
108,943070.9312642127
109,942427.8094164714
110,942339.8299537062
111,941942.6991172459
112,941361.8648075428
113,941491.7148487519
114,940366.4939093987
115,939493.7188980842
116,939315.2942351119
117,939093.403723563
118,939119.9842081176
119,937964.133858207
120,938037.1030067907
121,936651.3952589742
122,936934.0388844864
123,936804.6929731788
124,935861.3256852205
125,935415.7329694136
126,935830.1486089985
127,934723.9548037482
128,934989.7449729491
129,933902.9954158551
130,934052.4307760197
131,933279.2462046476
132,932313.6850768744
133,932974.0496515145
134,931579.9981174388
135,931290.6445504681
136,931052.3675424722
137,930669.8359965186
138,930345.6849136223
139,930272.8060378564
140,929746.7328450325
141,929883.3399265874
142,929223.0405154584
143,928923.4973839018
144,928444.6029743308
145,927866.6811037699
146,927938.7149147217
147,927296.775738114
148,926810.502058653
149,926557.591374125
150,925891.565333106
151,925955.7165921198
152,925370.2663297112
153,925837.1845530937
154,925043.8627176491
155,924578.7380716543
156,924222.2418277062
157,924155.7718663403
158,923921.5066453723
159,923363.177929243
160,923186.4745390324
161,922679.2608639401
162,922278.3885004655
163,922185.7701540439
164,921924.5267198677
165,921135.5767369018
166,921275.2337810376
167,920640.1828477575
168,920747.520034092
169,920240.8849434915
170,919769.1767734007
171,919959.1214040362
172,920073.0363404908
173,919082.7495277793
174,918546.5602060308
175,918625.3958555562
176,917950.3408946348
177,917834.4860070267
178,917888.7289364721
179,917585.6209395786
180,917183.4821387994
181,916787.5082504784
182,916650.385072426
183,916180.7908780737
184,916131.8924994605
185,915908.6619787448
186,915364.8838348908
187,915533.9587906202
188,915146.7375617197
189,914901.8970443165
190,914550.7565420737
191,913991.2482019804
192,913905.3732126972
193,913709.5349651735
194,913295.6842743907
195,913297.5657602795
196,913712.5635766451
197,913184.864316512
198,912463.1290658843
199,912542.235747838
200,912168.078697287
201,911447.1948165483
202,911562.1801804339
203,911486.3387324306
204,911170.9719348132
205,910926.8517609235
206,910513.6455003931
207,910774.7433188639
208,910352.7752227365
209,910135.8872389887
210,909677.7596783638
211,909242.2985037747
212,908978.2715960362
213,909462.4194226052
214,908634.0790799347
215,908466.5575523232
216,908552.3925249837
217,908087.8682225717
218,907757.1093850728
219,907525.152906344
220,907355.5387136783
221,907057.0666376115
222,906669.1606111227
223,907240.6460153942
224,906202.465030335
225,906480.999864042
226,905970.9544471892
227,906148.4384175765
228,905404.8800206262
229,905235.4865903379
230,905054.6650397198
231,904870.1214287025
232,904639.6421876812
233,904977.0937159868
234,904475.4094176408
235,903887.1371955209
236,903964.0683556736
237,903866.2320724515
238,903856.9038527964
239,903523.560454436
240,903069.6822645725
241,902733.3678670741
242,902564.7919516901
243,902143.375347613
244,902519.6839928564
245,902190.8870273647
246,901652.7645996191
247,901704.9949735842
248,901537.00580727
249,900875.0622178316
250,901646.4652999012
251,900924.5352214237
252,900853.2608541341
253,900757.1235373174
254,900377.4281481318
255,900277.5333148944
256,899988.976734397
257,899678.6114153325
258,899533.5848587027
259,899406.5319647561
260,899307.5768775167
261,899302.1478850885
262,899080.6832116562
263,898655.6106137498
264,898626.3912376092
265,898340.393064235
266,898203.4276050259
267,897848.4853848604
268,897609.4300771274
269,897898.9931016054
270,897214.8012002279
271,897353.0444225253
272,896819.2843529653
273,897066.1078034629
274,896676.5585745978
275,896633.979305823
276,896525.6582598629
277,895894.9889080414
278,895787.1542312134
279,896060.4968660678
280,895555.6376519585
281,895734.5197092942
282,895275.3320817596
283,895016.4687668409
284,894509.2149862838
285,895032.3792157893
286,894507.5148867889
287,894409.9928039147
288,894322.726385918
289,894049.0910620644
290,893833.3421297938
291,893731.910081198
292,893510.4058884556
293,893021.2118789906
294,893573.2557764895
295,893224.2721904187
296,892711.5590197947
297,892965.3317066018
298,892736.4016702664
299,892633.2688372192
300,892270.3112946857
301,891887.1819506267
302,892092.3992181156
303,891626.563653121
304,891222.1348871491
305,890853.8041899997
306,890872.6050217695
307,891261.573192169
308,890907.9927735694
309,890598.8720932052
310,890894.4844712894
311,890347.5181487624
312,890112.215279097
313,890091.3738688256
314,889992.0564147795
315,889575.3945200435
316,889600.0525677322
317,889626.61699732
318,889524.8581705248
319,889326.7445865568
320,888796.8715297672
321,888852.1784867788
322,888672.1356346059
323,888810.2400400176
324,888118.1183865843
325,888169.6233778875
326,887960.094493663
327,887762.8512001588
328,888394.6156819473
329,887668.4908761769
330,887701.6279851805
331,887577.8137522732
332,887363.7744358435
333,887395.4921185555
334,887173.5108568281
335,887157.9424072894
336,886954.6773048432
337,886314.4677484949
338,886599.9373046871
339,886254.0533217064
340,886001.5541498879
341,886187.5217143098
342,885692.3327632095
343,885712.031278317
344,885725.8354981978
345,885547.9246765892
346,885265.9904379593
347,884945.4759613973
348,884778.7267191736
349,885051.4069347068
350,884693.3644316056
351,884750.7171294211
352,884413.8851782024
353,884274.6436677797
354,884707.2870887221
355,883903.7532650747
356,883664.0966184417
357,883567.9701097411
358,883602.9251704805
359,883317.4165456278
360,883224.8556702485
361,883646.6214053076
362,883022.1172647728
363,883019.3009481148
364,882532.3099766886
365,882701.7768247687
366,882396.3527239797
367,882437.3740153891
368,882302.668074826
369,881972.8827061439
370,882083.5151312355
371,881906.1601168858
372,881891.885538942
373,881723.3515546526
374,881408.862728696
375,881491.1097613137
376,881359.1375877996
377,881025.7990402284
378,881042.3546355492
379,880913.152502639
380,880825.425938456
381,880667.9228254255
382,880105.9694941399
383,880608.9723689556
384,880184.9284657902
385,880050.0972975016
386,880006.5071087464
387,879970.7500736285
388,879667.0304591137
389,879478.9055265096
390,879621.2373815302
391,879280.9302396124
392,879182.2245736688
393,879094.712813621
394,879308.367056332
395,878922.3574395241
396,878734.220470659
397,878979.9648889172
398,878685.5777933222
399,878642.7439093768
400,878468.2402121814
401,878350.6753904346
402,878365.852032982
403,877831.6584359853
404,877736.9827426714
405,877922.1425101144
406,877866.2933107044
407,877347.4232255219
408,877329.2483260836
409,877543.1739170685
410,877235.1424279045
411,877052.6511325637
412,876935.3649957306
413,876510.7211625915
414,876648.0201430744
415,876328.9524902734
416,876250.4812864785
417,875887.2833700939
418,876442.2867668516
419,876331.376021466
420,875895.8831956369
421,875957.5184089313
422,875535.0890112192
423,875710.0225867254
424,875416.6009343509
425,875305.6302748882
426,875341.6913764547
427,875069.2594231698
428,875180.8274293522
429,874724.9957591059
430,874998.532467778
431,874626.9155535047
432,874416.7362986166
433,874161.2794894493
434,874531.1020256474
435,873985.3041565527
436,873982.8298572743
437,873938.7187411659
438,873667.0719506264
439,873762.4665283517
440,873984.2636557998
441,873933.0080690596
442,873454.8250204225
443,873370.5173118032
444,873507.3672838882
445,873195.2854909934
446,873021.2850585614
447,872639.6195508775
448,872604.2307610532
449,873016.5554872396
450,872874.927377905
451,872608.3715317864
452,872314.5990497213
453,872324.8609757366
454,872431.1766753324
455,872180.1206084035
456,872167.1960888557
457,872092.5008641711
458,871902.9993026943
459,871658.7608870766
460,871815.3691523491
461,871476.48436799
462,871223.6388143665
463,871652.847924423
464,870932.4933755433
465,870966.239800021
466,871006.8072711535
467,870600.2283657591
468,870864.6568115575
469,870660.7378605985
470,870578.3501655214
471,870416.7462035047
472,870267.1666973516
473,870299.9607899204
474,870136.2241931602
475,870385.1233363674
476,870022.2914324132
477,869607.0681960812
478,869443.5015636594
479,869448.9320768648
480,869659.4527853775
481,869281.8156220372
482,869440.1739952349
483,868978.9373754942
484,868950.2712271296
485,869086.4548571776
486,869025.8802952662
487,868674.2166948139
488,868608.1457767894
489,868396.3040053762
490,868483.767668497
491,868562.5545309754
492,868670.5717509146
493,868196.9296034969
494,867892.3622710351
495,868480.2257695558
496,867765.8660268533
497,867912.8877243008
498,867672.0272761456
499,867884.146322209
500,867546.7611525168
501,867387.765499394
502,867322.3930970803
503,867198.728201274
504,867284.895681511
505,867098.2606304266
506,866829.0721717576
507,866942.2268870218
508,866788.7798847907
509,866532.0587511255
510,866387.8142012772
511,866647.6346750428
512,866505.7535927386
513,866280.6407800844
514,866484.1557987253
515,866274.0546119835
516,865755.8130032294
517,865876.4044423832
518,866024.6888364358
519,865520.6640111132
520,865587.279144127
521,865519.5133533133
522,865508.2984620975
523,865460.5094670404
524,865342.3797331384
525,865038.7016729903
526,865120.7212944431
527,865330.4103988736
528,864758.8002127133
529,864895.4105315037
530,864972.9603709206
531,864735.0980638379
532,864561.1632451041
533,864269.9751975855
534,864022.8840106219
535,864091.09110661
536,864019.2533408083
537,863997.0117499408
538,864096.1444106363
539,863821.7546884553
540,863565.7312965331
541,863433.4417609613
542,863713.9999195318
543,863238.5690042478
544,863206.4082293728
545,863244.0349230926
546,863191.869935999
547,862960.150152631
548,863229.5790890855
549,862866.2945850018
550,862893.2065229274
551,862769.3325100353
552,862484.8866650048
553,862393.227277208
554,862622.1632886321
555,862286.5836173792
556,862423.5973582799
557,862295.2687512693
558,862364.7120793415
559,861836.5512431139
560,862066.9575068017
561,862082.1953556665
562,861736.4687750656
563,861659.4607199753
564,861668.2540528066
565,861302.9231375438
566,861368.9668940718
567,861492.6788610956
568,861262.272298653
569,860933.3913507726
570,861111.9971554958
571,861086.318818121
572,860707.0306177376
573,860829.632733724
574,860712.2265818932
