top - 14:07:09 up 206 days,  4:35, 19 users,  load average: 9.93, 10.95, 11.39
Tasks: 1278 total,   5 running, 1272 sleeping,   0 stopped,   1 zombie
%Cpu(s): 29.8 us, 14.7 sy,  0.0 ni, 51.5 id,  4.0 wa,  0.0 hi,  0.0 si,  0.0 st
KiB Mem : 39456400+total, 10969974+free, 34925868 used, 24993840+buff/cache
KiB Swap: 33554428 total, 32846192 free,   708236 used. 35313244+avail Mem 

   PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND
179908 sabbirm   20   0 5470944 302352  80272 S   0.0  0.1   1:25.71 gnome-shell
180006 sabbirm   20   0  453132   5384   3352 S   0.0  0.0   0:00.46 ibus-daemon
180010 sabbirm   20   0  375968   3548   2944 S   0.0  0.0   0:00.01 ibus-dconf
180012 sabbirm   20   0  464808  13480   8704 S   0.0  0.0   0:00.10 ibus-x11
180019 sabbirm   20   0  375964   3348   2776 S   0.0  0.0   0:00.04 ibus-portal
180026 sabbirm   20   0  371456   3144   2564 S   0.0  0.0   0:00.01 xdg-permission-
180033 sabbirm   20   0  650092  11728   8940 S   0.0  0.0   0:00.07 gnome-shell-cal
180040 sabbirm   20   0 1444404  16372  11960 S   0.0  0.0   0:00.10 evolution-sourc
180048 sabbirm   20   0  893332  25172  19140 S   0.0  0.0   0:00.07 goa-daemon
180055 sabbirm   20   0  527716   8036   6048 S   0.0  0.0   0:00.60 goa-identity-se
180066 sabbirm   20   0  187524   2916   2316 S   0.0  0.0   0:00.02 dconf-service
180068 sabbirm   20   0  411800   7488   6116 S   0.0  0.0   0:00.19 mission-control
180088 sabbirm   20   0  415928   5328   3884 S   0.0  0.0   0:01.99 gvfs-udisks2-vo
180100 sabbirm   20   0  371556   3140   2576 S   0.0  0.0   0:00.00 gvfs-goa-volume
180107 sabbirm   20   0  400688   3624   2812 S   0.0  0.0   0:00.01 gvfs-gphoto2-vo
180114 sabbirm   20   0  478524   4264   3332 S   0.0  0.0   0:00.01 gvfs-afc-volume
180123 sabbirm   20   0  391600   3380   2704 S   0.0  0.0   0:00.01 gvfs-mtp-volume
180148 sabbirm   20   0  631684  14664   9416 S   0.0  0.0   0:00.26 gsd-power
180150 sabbirm   20   0  439192   5516   4184 S   0.0  0.0   0:00.03 gsd-print-notif
180151 sabbirm   20   0  538872   3264   2592 S   0.0  0.0   0:00.02 gsd-rfkill
180152 sabbirm   20   0  374184   2832   2300 S   0.0  0.0   0:00.01 gsd-screensaver
180153 sabbirm   20   0  559000   4208   3288 S   0.0  0.0   0:00.02 gsd-sharing
180156 sabbirm   20   0  455016   4728   3656 S   0.0  0.0   0:00.03 gsd-sound
180161 sabbirm   20   0  615276  14892   9560 S   0.0  0.0   0:00.14 gsd-xsettings
180164 sabbirm   20   0  549252  14060   9000 S   0.0  0.0   0:00.12 gsd-wacom
180165 sabbirm   20   0  472480   5064   4176 S   0.0  0.0   0:00.04 gsd-smartcard
180168 sabbirm   20   0  456820   3376   2764 S   0.0  0.0   0:00.02 gsd-account
180183 sabbirm   20   0  376492   3252   2672 S   0.0  0.0   0:00.01 gsd-a11y-settin
180184 sabbirm   20   0  464420  13288   8516 S   0.0  0.0   0:00.10 gsd-clipboard
180185 sabbirm   20   0  779588  14600   9364 S   0.0  0.0   0:01.27 gsd-color
180188 sabbirm   20   0  541556   8376   6292 S   0.0  0.0   0:00.02 gsd-datetime
180192 sabbirm   20   0  463516   4184   3216 S   0.0  0.0   0:06.95 gsd-housekeepin
180193 sabbirm   20   0  614128  13696   8684 S   0.0  0.0   0:00.11 gsd-keyboard
180195 sabbirm   20   0 1069288  15348   9920 S   0.0  0.0   0:00.26 gsd-media-keys
180199 sabbirm   20   0  376496   3336   2648 S   0.0  0.0   0:00.02 gsd-mouse
180219 sabbirm   20   0  608628   7524   5528 S   0.0  0.0   0:00.01 gsd-printer
180250 sabbirm   20   0 1379596  83508  21184 S   0.0  0.0   0:03.27 gnome-software
180254 sabbirm   20   0  273064   3540   2616 S   0.0  0.0   0:00.00 gsd-disk-utilit
180255 sabbirm   39  19  632508  10708   7504 S   0.0  0.0   0:00.10 tracker-miner-a
180256 sabbirm   39  19  649328  12012   8260 S   0.0  0.0   0:00.27 tracker-miner-f
180262 sabbirm   20   0  963988  29288  17852 S   0.0  0.0   0:00.73 nautilus-deskto
180263 sabbirm   39  19  562016   9864   7132 S   0.0  0.0   0:00.05 tracker-miner-u
180279 sabbirm   20   0  530252  16824  10868 S   0.0  0.0   0:00.14 abrt-applet
180283 sabbirm   39  19  660904  11460   8004 S   0.0  0.0   0:00.24 tracker-extract
180284 sabbirm   20   0  309872   9600   7148 S   0.0  0.0   0:00.04 seapplet
180333 sabbirm   20   0  302300   3436   2852 S   0.0  0.0   0:00.06 ibus-engine-sim
180337 sabbirm   20   0  590464  12484   5920 S   0.0  0.0   0:00.24 tracker-store
180349 sabbirm   20   0  916708  16268  12088 S   0.0  0.0   0:00.07 evolution-calen
180358 sabbirm   20   0  538632   4764   3516 S   0.0  0.0   0:00.21 gvfsd-trash
180394 sabbirm   20   0 1135112  15892  11768 S   0.0  0.0   0:00.12 evolution-calen
180439 sabbirm   20   0  903432  15716  11624 S   0.0  0.0   0:00.07 evolution-addre
180456 sabbirm   20   0 1185660  17256  12960 S   0.0  0.0   0:00.10 evolution-addre
180490 sabbirm   20   0  317860   3312   2664 S   0.0  0.0   0:00.00 gvfsd-metadata
180508 sabbirm   20   0  536092   3892   3028 S   0.0  0.0   0:00.02 gvfsd-burn
181174 sabbirm   20   0  748016  29744  17564 S   0.0  0.0   0:05.80 gnome-terminal-
181181 sabbirm   20   0    8536    728    600 S   0.0  0.0   0:00.01 gnome-pty-helpe
181182 sabbirm   20   0  117092   3744   1812 S   0.0  0.0   0:00.44 bash
181537 njukikk   20   0  304444   3608   3000 S   0.0  0.0   0:00.02 ibus-daemon
181609 root       0 -20       0      0      0 S   0.0  0.0   0:02.04 kworker/15:2H
182999 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/14:2H
183813 root      20   0       0      0      0 S   0.0  0.0   0:00.10 kworker/15:1
184714 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/9:0
189771 root      20   0 5330428 119204   3864 S   0.0  0.0 286:21.07 lt-pbs_server
190429 fredermk  20   0  453268   5768   3360 S   0.0  0.0   6:04.48 ibus-daemon
190668 root      20   0       0      0      0 S   0.0  0.0   0:01.58 kworker/5:0
191197 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/16:2H
194295 sabbirm   20   0  116992   3540   1708 S   0.0  0.0   0:00.12 bash
194531 sabbirm   20   0   45640   3060   2084 S   0.0  0.0   0:00.01 qsub
194538 sabbirm   20   0   45640    984      0 S   0.0  0.0   0:00.00 qsub
194539 sabbirm   20   0   46444   1984    204 S   0.0  0.0   0:00.00 qsub
194804 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7:1
195085 xus2      20   0  304444   5640   3000 S   0.0  0.0   0:00.02 ibus-daemon
195626 root      20   0  348108   4588   3468 S   0.0  0.0   0:05.99 gdm-session-wor
196858 root      20   0  417456   5820   4352 S   0.0  0.0   0:00.04 gdm-session-wor
197239 holtje4   20   0  526832   5472   3368 S   0.0  0.0   1:56.46 ibus-daemon
198565 root      20   0       0      0      0 S   0.0  0.0   0:06.49 kworker/19:2
198667 root      20   0       0      0      0 S   0.0  0.0   0:00.74 kworker/3:2
199374 tiltonns  20   0   45644    992      0 S   0.0  0.0   0:00.00 qsub
200597 root      20   0  128004   1232    632 S   0.0  0.0   2:13.22 screen
200598 root      20   0  117248   3876   1792 S   0.0  0.0   0:00.23 bash
200713 root      20   0  179832   5896   4496 S   0.0  0.0   0:00.60 sshd
200812 dunnnm2   20   0  180972   3832   1208 S   0.0  0.0   0:02.64 sshd
200818 dunnnm2   20   0  116992   3712   1828 S   0.0  0.0   0:02.78 bash
200960 root       0 -20       0      0      0 S   0.0  0.0   0:09.16 kworker/18:1H
200999 root      20   0  108100    668    556 S   0.0  0.0   2:03.84 tail
201294 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/12:2
201787 root      20   0       0      0      0 S   0.0  0.0   0:00.26 kworker/11:2
202118 root      20   0       0      0      0 S   0.0  0.0   0:00.16 kworker/17:0
202173 kassah    20   0  113284   1204   1032 S   0.0  0.0   0:00.03 sh
202243 nx        20   0  623336  73132   6200 S   0.0  0.0   0:01.21 nxserver.bin
202338 root       0 -20  148544   4408   3276 S   0.0  0.0   0:00.75 nxexec
202382 kassah     0 -20 3526980 256336  72992 S   0.0  0.1   2:43.30 nxnode.bin
202479 kassah    20   0  673708   9432   6656 S   0.0  0.0   0:00.46 gnome-session-b
202523 kassah    20   0 1523440   6032   4244 S   0.0  0.0   1:33.71 pulseaudio
202536 kassah    20   0 1727300  25924  15948 S   0.0  0.0   0:01.33 nxclient.bin
202603 kassah    20   0   58908    692    268 S   0.0  0.0   0:00.00 dbus-launch
202609 kassah    20   0   78448   1268    776 S   0.0  0.0   0:00.01 dbus-daemon
202637 kassah    20   0   58908    952    484 S   0.0  0.0   0:00.00 dbus-launch
202638 kassah    20   0   79524   2736   1176 S   0.0  0.0   0:01.74 dbus-daemon
202740 kassah    20   0  391920   4316   3520 S   0.0  0.0   0:00.04 imsettings-daem
202745 kassah    20   0  388732   3980   3124 S   0.0  0.0   0:00.05 gvfsd
202750 kassah    20   0  417824   3196   2612 S   0.0  0.0   0:00.00 gvfsd-fuse
202859 kassah    20   0   72508    784      0 S   0.0  0.0   0:00.03 ssh-agent
202969 kassah    20   0  346820   3732   3076 S   0.0  0.0   0:00.02 at-spi-bus-laun
202975 kassah    20   0   78576   2488   1872 S   0.0  0.0   0:00.14 dbus-daemon
202979 kassah    20   0  233116   3924   3176 S   0.0  0.0   0:00.24 at-spi2-registr
203011 kassah    20   0  317396   3728   2848 S   0.0  0.0   0:00.05 gnome-keyring-d
203026 kassah    20   0 5258320 237276  82284 S   0.0  0.1   2:38.64 gnome-shell
203113 kassah    20   0  453128   5404   3352 S   0.0  0.0   0:00.21 ibus-daemon
203117 kassah    20   0  375968   3548   2944 S   0.0  0.0   0:00.02 ibus-dconf
203119 kassah    20   0  464808  13616   8748 S   0.0  0.0   0:00.11 ibus-x11
203121 kassah    20   0  375964   3348   2776 S   0.0  0.0   0:00.04 ibus-portal
203133 kassah    20   0  371456   3140   2564 S   0.0  0.0   0:00.00 xdg-permission-
203136 kassah    20   0  650092  11732   8936 S   0.0  0.0   0:00.07 gnome-shell-cal
203146 kassah    20   0 1444404  16348  11936 S   0.0  0.0   0:00.13 evolution-sourc
203154 kassah    20   0  893336  25172  19132 S   0.0  0.0   0:00.08 goa-daemon
203161 kassah    20   0  527716   8036   6048 S   0.0  0.0   0:00.42 goa-identity-se
203175 kassah    20   0  187528   2912   2316 S   0.0  0.0   0:00.23 dconf-service
203183 kassah    20   0  411668   7484   6112 S   0.0  0.0   0:00.15 mission-control
203195 kassah    20   0  563628   5776   4024 S   0.0  0.0   0:01.21 gvfs-udisks2-vo
203220 kassah    20   0  371556   3140   2572 S   0.0  0.0   0:00.01 gvfs-goa-volume
203232 kassah    20   0  400688   3624   2812 S   0.0  0.0   0:00.02 gvfs-gphoto2-vo
203241 kassah    20   0  478520   4264   3332 S   0.0  0.0   0:00.02 gvfs-afc-volume
203251 kassah    20   0  391600   3380   2704 S   0.0  0.0   0:00.02 gvfs-mtp-volume
203283 kassah    20   0  631728  14708   9524 S   0.0  0.0   0:00.23 gsd-power
203285 kassah    20   0  439192   5524   4188 S   0.0  0.0   0:00.03 gsd-print-notif
203286 kassah    20   0  538872   3264   2596 S   0.0  0.0   0:00.02 gsd-rfkill
203287 kassah    20   0  374184   2832   2300 S   0.0  0.0   0:00.02 gsd-screensaver
203288 kassah    20   0  559000   4468   3504 S   0.0  0.0   0:00.03 gsd-sharing
203290 kassah    20   0  455016   4728   3652 S   0.0  0.0   0:00.03 gsd-sound
203295 kassah    20   0  615276  15008   9624 S   0.0  0.0   0:00.16 gsd-xsettings
203297 kassah    20   0  549252  14200   9048 S   0.0  0.0   0:00.14 gsd-wacom
203299 kassah    20   0  472480   5064   4176 S   0.0  0.0   0:00.06 gsd-smartcard
203303 kassah    20   0  456820   3380   2764 S   0.0  0.0   0:00.02 gsd-account
203317 kassah    20   0  376492   3248   2672 S   0.0  0.0   0:00.01 gsd-a11y-settin
203318 kassah    20   0  464420  13420   8564 S   0.0  0.0   0:00.11 gsd-clipboard
203319 kassah    20   0  714028  14428   9232 S   0.0  0.0   0:00.91 gsd-color
203320 kassah    20   0  541556   8344   6300 S   0.0  0.0   0:00.02 gsd-datetime
203322 kassah    20   0  463516   4084   3164 S   0.0  0.0   0:04.50 gsd-housekeepin
203324 kassah    20   0  614176  13476   8628 S   0.0  0.0   0:00.13 gsd-keyboard
203326 kassah    20   0 1069292  15400   9968 S   0.0  0.0   0:00.22 gsd-media-keys
203332 kassah    20   0  376496   3236   2664 S   0.0  0.0   0:00.02 gsd-mouse
203356 kassah    20   0  608628   7768   5748 S   0.0  0.0   0:00.00 gsd-printer
203389 kassah    20   0 1445156  83336  21168 S   0.0  0.0   0:02.71 gnome-software
203394 kassah    20   0  273064   3536   2616 S   0.0  0.0   0:00.00 gsd-disk-utilit
203395 kassah    39  19  632516  10672   7484 S   0.0  0.0   0:01.89 tracker-miner-a
203400 kassah    39  19 1258564  20936   8420 S   0.0  0.0   0:34.54 tracker-miner-f
203408 kassah    20   0 1288172  31120  18256 S   0.0  0.0   0:02.71 nautilus-deskto
203410 kassah    39  19  562016   9852   7128 S   0.0  0.0   0:00.04 tracker-miner-u
203426 kassah    20   0  530248  16812  10860 S   0.0  0.0   0:00.12 abrt-applet
203428 kassah    39  19 1423876  39160  15120 S   0.0  0.0   2:37.24 tracker-extract
203430 kassah    20   0  309872   9592   7144 S   0.0  0.0   0:00.04 seapplet
203463 kassah    20   0  593896  48492   6388 S   0.0  0.0   1:20.07 tracker-store
203464 kassah    20   0  302300   3436   2852 S   0.0  0.0   0:00.01 ibus-engine-sim
203467 kassah    20   0  916712  16264  12084 S   0.0  0.0   0:00.04 evolution-calen
203486 kassah    20   0  465024   4916   3556 S   0.0  0.0   0:01.15 gvfsd-trash
203517 kassah    20   0 1200648  15952  11796 S   0.0  0.0   0:00.08 evolution-calen
203572 kassah    20   0  903432  15700  11608 S   0.0  0.0   0:00.07 evolution-addre
203590 kassah    20   0 1185660  17260  12964 S   0.0  0.0   0:00.09 evolution-addre
203611 kassah    20   0  318040   3428   2688 S   0.0  0.0   0:00.48 gvfsd-metadata
203683 kassah    20   0  536092   3892   3032 S   0.0  0.0   0:00.02 gvfsd-burn
203710 kassah    20   0 1254512  42976  19236 S   0.0  0.0   1:01.51 nautilus
203735 root       0 -20       0      0      0 S   0.0  0.0   0:05.19 kworker/2:1H
204213 root      20   0       0      0      0 S   0.0  0.0   0:00.20 kworker/16:2
204725 root      20   0  167584   5668   4280 S   0.0  0.0   0:00.60 sshd
204834 kassah    20   0  180412   3752   1824 S   0.0  0.0   0:40.75 sshd
204933 kassah    20   0  113284   1204   1036 S   0.0  0.0   0:00.03 sh
204987 nx        20   0  696516  72716   6192 S   0.0  0.0   0:01.09 nxserver.bin
205029 root       0 -20  148544   4392   3272 S   0.0  0.0   0:00.44 nxexec
205035 kassah     0 -20  668280  46468  10588 S   0.0  0.0   0:00.64 nxnode.bin
205099 kassah     0 -20  315824  31960   4936 S   0.0  0.0   0:27.33 nxcodec.bin
205252 root      20   0  167584   5768   4376 S   0.0  0.0   0:00.60 sshd
205337 dunnnm2   20   0  179832   3204   1748 S   0.0  0.0   0:00.06 sshd
205349 dunnnm2   20   0   72288   2888   2108 S   0.0  0.0   0:00.04 sftp-server
205509 kassah    20   0  453132   5400   3360 S   0.0  0.0   1:53.07 ibus-daemon
205682 root      20   0       0      0      0 S   0.0  0.0   0:06.01 kworker/12:0
206753 panw8     20   0 1429464  72464  45240 S   0.0  0.0   0:00.51 gnome-control-c
208134 fitzgev   20   0 2793660 107088  49788 S   0.0  0.0   1:10.83 Web Content
208367 root       0 -20       0      0      0 S   0.0  0.0   0:06.14 kworker/12:0H
210315 root      20   0 1901332  99112  25748 S   0.0  0.0 151:33.36 filebeat
210333 cannizag  20   0 1406120  35968   1904 S   0.0  0.0  98:09.53 python
210669 root       0 -20       0      0      0 S   0.0  0.0   0:03.05 kworker/13:1H
212133 root       0 -20       0      0      0 S   0.0  0.0   0:04.87 kworker/12:1H
212928 root       0 -20       0      0      0 S   0.0  0.0   0:01.22 kworker/2:0H
213133 cannizag  20   0 1546576  37220   1908 S   0.0  0.0  99:42.61 python
214076 root       0 -20       0      0      0 S   0.0  0.0   0:00.40 kworker/6:1H
214122 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/22:2H
215345 xus2      20   0  304444   3608   3000 S   0.0  0.0   0:00.02 ibus-daemon
215598 root      20   0  167584   5764   4376 S   0.0  0.0   0:00.58 sshd
215652 dunnnm2   20   0  179832   3208   1756 S   0.0  0.0   0:00.04 sshd
215662 dunnnm2   20   0   72288   2884   2108 S   0.0  0.0   0:00.04 sftp-server
215720 root      20   0  348108   4584   3464 S   0.0  0.0   0:07.47 gdm-session-wor
215934 root      20   0       0      0      0 S   0.0  0.0   0:01.38 kworker/u497:4
216245 root      20   0       0      0      0 S   0.0  0.0   0:00.16 kworker/15:2
216812 root      20   0       0      0      0 S   0.0  0.0   0:00.54 kworker/11:1
218721 farleik   20   0  719236  24568  15672 S   0.0  0.0   0:11.30 file-roller
219372 hagenjd2  20   0  960616  31492  18300 S   0.0  0.0   0:00.98 nautilus
219546 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/19:1H
220313 root      20   0       0      0      0 S   0.0  0.0   0:00.49 kworker/4:1
220961 hartlecs  20   0  428528   5412   3360 S   0.0  0.0   5:15.76 ibus-daemon
221291 root      20   0       0      0      0 S   0.0  0.0   0:00.24 kworker/10:0
221488 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/0:1
222460 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6:1
223248 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/17:1
223276 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/18:0H
223682 postfix   20   0  102092   4092   3060 S   0.0  0.0   0:00.17 pickup
225530 root      20   0  348108   4580   3488 S   0.0  0.0   0:04.27 gdm-session-wor
226324 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4:0
229526 fitzgev   20   0 2673068  39892  24912 S   0.0  0.0   0:00.72 Web Content
232354 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/19:1
233368 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8:2
233511 root      20   0       0      0      0 S   0.0  0.0   0:00.08 kworker/18:1
233512 root      20   0       0      0      0 S   0.0  0.0   0:01.00 kworker/20:2
233622 fitzgev   20   0  464752   4504   3540 S   0.0  0.0   0:00.05 gvfsd-recent
233782 fitzgev   20   0  542876   4540   3576 S   0.0  0.0   0:00.05 gvfsd-network
233798 fitzgev   20   0  493664   4644   3620 S   0.0  0.0   0:00.23 gvfsd-dnssd
233986 root       0 -20       0      0      0 S   0.0  0.0   0:04.63 kworker/5:1H
234326 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/21:0
235808 root      20   0       0      0      0 S   0.0  0.0   0:00.36 kworker/2:2
236936 root      20   0  167584   5792   4404 S   0.0  0.0   0:00.56 sshd
237194 fitzgev   20   0  180280   3760   1828 S   0.0  0.0   0:05.66 sshd
237207 fitzgev   20   0  113284   1200   1032 S   0.0  0.0   0:00.03 sh
237272 nx        20   0  696520  72724   6192 S   0.0  0.0   0:00.89 nxserver.bin
237426 root       0 -20  148544   4416   3296 S   0.0  0.0   0:00.44 nxexec
237432 fitzgev    0 -20  668276  46468  10588 S   0.0  0.0   0:00.47 nxnode.bin
237501 fitzgev    0 -20  246976  19448   3196 S   0.0  0.0   0:27.19 nxcodec.bin
237619 root      20   0       0      0      0 S   0.0  0.0   0:01.06 kworker/u497:6
237811 xus2      20   0  585948   5852   3748 S   0.0  0.0   0:30.61 sd_espeak
237818 xus2      20   0  123680   2484   1744 S   0.0  0.0   0:00.00 sd_dummy
237820 xus2      20   0   94268    584    324 S   0.0  0.0   0:00.00 speech-dispatch
239664 root       0 -20       0      0      0 S   0.0  0.0   0:04.21 kworker/10:0H
239763 root      20   0       0      0      0 S   0.0  0.0   0:00.10 kworker/5:2
239817 root       0 -20       0      0      0 S   0.0  0.0   0:00.12 kworker/5:0H
240698 fitzgev   20   0  746000  28052  17388 S   0.0  0.0   0:03.27 gnome-terminal-
240705 fitzgev   20   0    8536    712    584 S   0.0  0.0   0:00.00 gnome-pty-helpe
240706 fitzgev   20   0  116860   3388   1676 S   0.0  0.0   0:00.09 bash
240779 root       0 -20       0      0      0 S   0.0  0.0   0:06.55 kworker/20:2H
240785 root       0 -20       0      0      0 S   0.0  0.0   0:06.48 kworker/17:2H
240805 root      20   0       0      0      0 S   0.0  0.0   0:01.16 kworker/u497:9
240957 fitzgev   20   0   44872   2636   2056 S   0.0  0.0   0:00.02 qsub
241040 fitzgev   20   0   44872    584      0 S   0.0  0.0   0:00.25 qsub
241963 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/11:0H
242404 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/23:2
242715 root      20   0       0      0      0 S   0.0  0.0   0:00.03 kworker/u498:0
242914 root       0 -20       0      0      0 S   0.0  0.0   0:00.26 kworker/8:1H
243140 root      20   0       0      0      0 S   0.0  0.0   0:00.62 kworker/u497:1
243432 root      20   0  348108   4592   3488 S   0.0  0.0   0:02.54 gdm-session-wor
243468 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/18:0
243502 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/10:1
243781 root      20   0       0      0      0 S   0.0  0.0   0:00.01 kworker/22:2
244362 root      20   0       0      0      0 S   0.0  0.0   0:00.26 kworker/u496:0
244394 root      20   0  219792   4576   2736 S   0.0  0.0   5:39.30 trqauthd
244440 root      20   0       0      0      0 S   0.0  0.0   0:00.05 kworker/2:0
244502 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/20:1
244635 root      20   0  186228   6144   4544 S   0.0  0.0   0:00.59 sshd
244672 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3:1
244679 vishwak   20   0  186228   2780   1160 S   0.0  0.0   0:00.51 sshd
244681 vishwak   20   0  117032   3776   1840 S   0.0  0.0   0:00.68 bash
245162 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/14:2
245556 root      20   0       0      0      0 S   0.0  0.0   0:00.18 kworker/u497:0
245595 root      20   0       0      0      0 S   0.0  0.0   0:00.05 kworker/u498:2
245827 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/13:2
245828 root      20   0       0      0      0 S   0.0  0.0   0:00.02 kworker/1:0
246022 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/22:1
246098 hagenjd2  20   0  113284   1200   1032 S   0.0  0.0   0:00.03 sh
246165 nx        20   0  697192  73376   6188 S   0.0  0.0   0:10.96 nxserver.bin
246345 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/14:0
246383 colbrubw  20   0  526856   5484   3364 S   0.0  0.0   2:36.84 ibus-daemon
246454 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/21:1
246461 root      20   0       0      0      0 S   0.0  0.0   0:00.14 kworker/u497:3
246502 root       0 -20  148544   4432   3300 S   0.0  0.0   0:00.68 nxexec
246527 root      20   0       0      0      0 S   0.0  0.0   0:00.10 kworker/u496:2
246571 hagenjd2   0 -20 3138496 285080  88708 S   0.0  0.1  35:49.39 nxnode.bin
246658 root      20   0  223720   4336   2676 S   0.0  0.0   0:00.71 crond
246692 hagenjd2  20   0  671584   9352   6592 S   0.0  0.0   0:03.70 gnome-session-b
246721 brudzimr  20   0  119392   1632   1184 S   0.0  0.0   0:02.07 csh
246745 hagenjd2  20   0 1261276   6092   4264 S   0.0  0.0  10:02.12 pulseaudio
246750 hagenjd2  20   0 1793432  27192  16144 S   0.0  0.0   0:09.65 nxclient.bin
246860 hagenjd2  20   0   58908    952    484 S   0.0  0.0   0:00.00 dbus-launch
246863 hagenjd2  20   0   79756   2980   1176 S   0.0  0.0   0:01.41 dbus-daemon
246930 hagenjd2  20   0  391912   4316   3520 S   0.0  0.0   0:00.03 imsettings-daem
246935 hagenjd2  20   0  388760   3984   3124 S   0.0  0.0   0:00.07 gvfsd
246944 hagenjd2  20   0  417824   3196   2612 S   0.0  0.0   0:00.00 gvfsd-fuse
247074 hagenjd2  20   0   72508    780      0 S   0.0  0.0   0:01.36 ssh-agent
247367 hagenjd2  20   0  346816   5768   3076 S   0.0  0.0   0:00.02 at-spi-bus-laun
247373 hagenjd2  20   0   78580   2524   1872 S   0.0  0.0   0:00.55 dbus-daemon
247376 hagenjd2  20   0  233248   4188   3388 S   0.0  0.0   0:01.06 at-spi2-registr
247417 hagenjd2  20   0  317420   3968   3060 S   0.0  0.0   0:00.14 gnome-keyring-d
247427 hagenjd2  20   0 5548528 332700  95892 S   0.0  0.1  36:31.53 gnome-shell
247512 hagenjd2  20   0  453100   7492   3364 S   0.0  0.0   0:08.76 ibus-daemon
247518 hagenjd2  20   0  375964   3548   2944 S   0.0  0.0   0:00.00 ibus-dconf
247520 hagenjd2  20   0  464808  13484   8700 S   0.0  0.0   0:01.25 ibus-x11
247522 hagenjd2  20   0  375964   3348   2776 S   0.0  0.0   0:00.06 ibus-portal
247533 hagenjd2  20   0  371456   3140   2564 S   0.0  0.0   0:00.00 xdg-permission-
247536 hagenjd2  20   0  650084  11736   8936 S   0.0  0.0   0:00.28 gnome-shell-cal
247543 hagenjd2  20   0 1444432  16284  11956 S   0.0  0.0   0:00.15 evolution-sourc
247551 hagenjd2  20   0  893328  25168  19132 S   0.0  0.0   0:00.08 goa-daemon
247558 hagenjd2  20   0  527716  10264   6184 S   0.0  0.0   0:18.13 goa-identity-se
247571 hagenjd2  20   0  411664   7684   6232 S   0.0  0.0   0:01.78 mission-control
247589 hagenjd2  20   0  417236   8956   4084 S   0.0  0.0   0:34.83 gvfs-udisks2-vo
247604 hagenjd2  20   0  371688   5180   2576 S   0.0  0.0   0:00.02 gvfs-goa-volume
247610 hagenjd2  20   0  400688   5660   2812 S   0.0  0.0   0:00.02 gvfs-gphoto2-vo
247617 hagenjd2  20   0  478512   6416   3400 S   0.0  0.0   0:00.04 gvfs-afc-volume
247624 hagenjd2  20   0  391600   3380   2704 S   0.0  0.0   0:00.02 gvfs-mtp-volume
247633 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/16:0
247760 hagenjd2  20   0  631704  14856   9544 S   0.0  0.0   0:02.29 gsd-power
247762 hagenjd2  20   0  439192   5516   4184 S   0.0  0.0   0:00.27 gsd-print-notif
247763 hagenjd2  20   0  538872   5304   2596 S   0.0  0.0   0:00.02 gsd-rfkill
247764 hagenjd2  20   0  374184   2832   2300 S   0.0  0.0   0:00.01 gsd-screensaver
247765 hagenjd2  20   0  558996   6248   3288 S   0.0  0.0   0:00.02 gsd-sharing
247770 hagenjd2  20   0  455012   4728   3652 S   0.0  0.0   0:00.02 gsd-sound
247773 hagenjd2  20   0  615256  15060   9632 S   0.0  0.0   0:00.15 gsd-xsettings
247777 hagenjd2  20   0  549252  14048   8988 S   0.0  0.0   0:00.12 gsd-wacom
247778 hagenjd2  20   0  472472   5072   4188 S   0.0  0.0   0:00.05 gsd-smartcard
247780 hagenjd2  20   0  456816   5436   2764 S   0.0  0.0   0:00.13 gsd-account
