0,8196,5024,0.6129819424109322,0.4880429477794046,0.7379209370424598,0.7379209370424598,1074,2098,4098,4098,940,Train_Weighted
0,8196,4820,0.5880917520741825,0.493411420204978,0.6827720839433871,0.6827720839433871,1300,2076,4098,4098,785,Train_Weighted
0,8196,5024,0.6129819424109322,0.4880429477794046,0.7379209370424598,0.7379209370424598,1074,2098,4098,4098,940,Train_Weighted
0,8196,4820,0.5880917520741825,0.493411420204978,0.6827720839433871,0.6827720839433871,1300,2076,4098,4098,785,Train_Weighted
0,8196,4765,0.5813811615422158,0.4431429965836994,0.719619326500732,0.719619326500732,1149,2282,4098,4098,1019,Train_Weighted
0,8196,5087,0.6206686188384578,0.5468521229868228,0.6944851146900928,0.6944851146900928,1252,1857,4098,4098,814,Train_Weighted
0,8196,4955,0.6045632015617375,0.5178135675939483,0.6913128355295266,0.6913128355295266,1265,1976,4098,4098,776,Train_Weighted
0,8196,4798,0.5854075158613958,0.48975109809663253,0.6810639336261591,0.6810639336261591,1307,2091,4098,4098,949,Train_Weighted
0,8196,4642,0.566373840897999,0.4792581747193753,0.6534895070766228,0.6534895070766228,1420,2134,4098,4098,1312,Train_Weighted
0,8196,4559,0.5562469497315764,0.4387506100536847,0.673743289409468,0.673743289409468,1337,2300,4098,4098,1487,Train_Weighted
0,8196,4499,0.5489263055148853,0.41996095656417765,0.677891654465593,0.677891654465593,1320,2377,4098,4098,1693,Train_Weighted
0,8196,4490,0.5478282088823816,0.41874084919472915,0.6769155685700342,0.6769155685700342,1324,2382,4098,4098,1922,Train_Weighted
0,8196,4469,0.5452659834065398,0.37481698389458273,0.7157149829184968,0.7157149829184968,1165,2562,4098,4098,2203,Train_Weighted
0,8196,4475,0.5459980478282089,0.33504148365056124,0.7569546120058566,0.7569546120058566,996,2725,4098,4098,2931,Train_Weighted
0,8196,4367,0.532820888238165,0.2742801366520254,0.7913616398243045,0.7913616398243045,855,2974,4098,4098,3629,Train_Weighted
0,8196,5080,0.6198145436798438,0.5470961444607125,0.6925329428989752,0.6925329428989752,1260,1856,4098,4098,821,Train_Weighted
0,8196,4966,0.6059053196681308,0.5190336749633968,0.6927769643728648,0.6927769643728648,1259,1971,4098,4098,771,Train_Weighted
0,8196,4799,0.5855295265983407,0.49438750610053683,0.6766715470961444,0.6766715470961444,1325,2072,4098,4098,979,Train_Weighted
0,8196,4644,0.5666178623718887,0.4814543679843826,0.6517813567593949,0.6517813567593949,1427,2125,4098,4098,1304,Train_Weighted
0,8196,4560,0.5563689604685212,0.43899463152757445,0.673743289409468,0.673743289409468,1337,2299,4098,4098,1486,Train_Weighted
0,8196,4501,0.549170326988775,0.41996095656417765,0.6783796974133723,0.6783796974133723,1318,2377,4098,4098,1693,Train_Weighted
0,8196,4492,0.5480722303562714,0.41800878477306,0.6781356759394827,0.6781356759394827,1319,2385,4098,4098,1931,Train_Weighted
0,8196,4469,0.5452659834065398,0.37481698389458273,0.7157149829184968,0.7157149829184968,1165,2562,4098,4098,2203,Train_Weighted
0,8196,4483,0.5469741337237677,0.3333333333333333,0.760614934114202,0.760614934114202,981,2732,4098,4098,2808,Train_Weighted
0,8196,4367,0.532820888238165,0.2742801366520254,0.7913616398243045,0.7913616398243045,855,2974,4098,4098,3629,Train_Weighted
0,8196,5088,0.6207906295754027,0.5495363591996095,0.6920448999511957,0.6920448999511957,1262,1846,4098,4098,798,Train_Weighted
0,8196,4973,0.6067593948267448,0.5187896534895071,0.6947291361639825,0.6947291361639825,1251,1972,4098,4098,748,Train_Weighted
