0,0.1,0.84,8196,5500,0.6710590531966814,0.55758906783796970.7845290385553929,883,1813,4098,4098,156,Train_No_Weighting
0,0.1,0.84,17384,13535,0.7785895075931891,0.080039043435822350.9940538913141653,79,3770,13286,4098,292,Train_No_Weighting
0,0.1,0.84,17384,13535,0.7785895075931891,0.080039043435822350.9940538913141653,79,3770,13286,4098,292,Train_No_Weighting
0,0.1,0.84,17384,13535,0.7785895075931891,0.080039043435822350.9940538913141653,79,3770,13286,4098,292,Train_No_Weighting
0,0.1,0.84,17384,13631,0.7841118269673263,0.165202537823328440.9750112900797833,332,3421,13286,4098,311,Train_No_Weighting
0,0.1,0.84,17384,13567,0.7804302807179015,0.25280624694973160.9431732650910734,755,3062,13286,4098,301,Train_No_Weighting
0,0.1,0.84,17384,13560,0.7800276115968707,0.25524646168862860.9418937227156405,772,3052,13286,4098,302,Train_No_Weighting
0,0.1,0.84,17384,13165,0.7573055683387022,0.440946803318692070.854884841186211,1928,2291,13286,4098,304,Train_No_Weighting
0,0.1,0.84,17384,13393,0.770421076852278,0.0312347486578818940.9984193888303478,21,3970,13286,4098,292,Train_No_Weighting
0,0.1,0.01,17384,13321,0.7662793373216751,0.090775988286969260.9746349540870088,337,3726,13286,4098,357,Train_No_Weighting
0,0.2,0.01,17384,13046,0.7504601932811781,0.123230844314299660.943925937076622,745,3593,13286,4098,414,Train_No_Weighting
0,0.3,0.01,17384,12746,0.7332029452369996,0.132991703269887740.9183350895679663,1085,3553,13286,4098,739,Train_No_Weighting
0,0.4,0.01,17384,12558,0.7223884031293143,0.146900927281600780.8998946259220232,1330,3496,13286,4098,845,Train_No_Weighting
0,0.5,0.01,17384,12392,0.7128393925448688,0.145436798438262570.8878518741532441,1490,3502,13286,4098,1480,Train_No_Weighting
0,0.6,0.01,17384,12226,0.7032903819604234,0.152025378233284520.8733253048321541,1683,3475,13286,4098,1966,Train_No_Weighting
0,0.7,0.01,17384,12143,0.6985158766682007,0.164470473401659350.8632395002258016,1817,3424,13286,4098,2087,Train_No_Weighting
0,0.1,0.84,17384,13519,0.777669121030833,0.121522693997071750.9800541923829595,265,3600,13286,4098,297,Train_No_Weighting
0,0.1,0.84,17384,13391,0.7703060285319834,0.236944851146900920.9348186060514828,866,3127,13286,4098,299,Train_No_Weighting
0,0.1,0.84,17384,13410,0.7713989875747814,0.0375793069790141540.9977419840433539,30,3944,13286,4098,291,Train_No_Weighting
0,0.1,0.84,17384,13410,0.7713989875747814,0.0375793069790141540.9977419840433539,30,3944,13286,4098,291,Train_No_Weighting
0,0.1,0.84,17384,13410,0.7713989875747814,0.0375793069790141540.9977419840433539,30,3944,13286,4098,291,Train_No_Weighting
0,0.1,0.84,17384,13410,0.7713989875747814,0.0375793069790141540.9977419840433539,30,3944,13286,4098,291,Train_No_Weighting
0,0.1,0.84,17384,13519,0.777669121030833,0.120546608101512940.980355261177179,261,3604,13286,4098,297,Train_No_Weighting
0,0.1,0.84,17384,13387,0.7700759318913943,0.2327964860907760.9357970796326961,853,3144,13286,4098,302,Train_No_Weighting
0,0.1,0.84,17384,12316,0.708467556373677,0.4475353831137140.7889507752521451,2804,2264,13286,4098,315,Train_No_Weighting
0,0.1,0.84,17384,13411,0.7714565117349287,0.038067349926793560.997666716844799,31,3942,13286,4098,292,Train_No_Weighting
0,0.1,0.84,17384,13410,0.7713989875747814,0.0375793069790141540.9977419840433539,30,3944,13286,4098,291,Train_No_Weighting
0,0.1,0.84,17384,13462,0.774390243902439,0.0597852611029770640.994806563299714,69,3853,13286,4098,293,Train_No_Weighting
0,0.1,0.84,17384,13462,0.774390243902439,0.0597852611029770640.994806563299714,69,3853,13286,4098,293,Train_No_Weighting
0,0.1,0.84,17384,13462,0.774390243902439,0.0597852611029770640.994806563299714,69,3853,13286,4098,293,Train_No_Weighting
0,0.1,0.84,17384,13533,0.7784744592728946,0.120058565153733530.9815595363540569,245,3606,13286,4098,323,Train_No_Weighting
0,0.1,0.84,17384,13483,0.7755982512655315,0.1827720839433870.9584525063977118,552,3349,13286,4098,313,Train_No_Weighting
